transfer_id,customer_id,transfer_ts,source_country,dest_country,corridor,send_currency,dest_currency,send_amount_gbp,fee_gbp,total_cost_gbp,fx_mid_rate,fx_spread,customer_rate,recipient_amount,fx_margin_gbp,n_line_items
546509,14911,2011-03-14 12:15:00,EIRE,Nigeria,EIRE -> Nigeria,GBP,NGN,522.6,2.09,524.69,1150.0,0.0127,1135.395,593357.43,6.64,31
546510,16353,2011-03-14 12:17:00,United Kingdom,India,United Kingdom -> India,GBP,INR,175.72,1.37,177.09,105.0,0.0047,104.5065,18363.88,0.83,9
546520,14911,2011-03-14 12:28:00,EIRE,Nigeria,EIRE -> Nigeria,GBP,NGN,706.6,2.83,709.43,1150.0,0.0127,1135.395,802270.11,8.97,41
546521,16013,2011-03-14 12:34:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,679.5,6.46,685.96,1150.0,0.0051,1144.135,777439.73,3.47,3
546522,13319,2011-03-14 12:41:00,United Kingdom,India,United Kingdom -> India,GBP,INR,373.84,1.57,375.41,105.0,0.0047,104.5065,39068.71,1.76,19
546523,13319,2011-03-14 12:42:00,United Kingdom,India,United Kingdom -> India,GBP,INR,52.2,1.37,53.57,105.0,0.0047,104.5065,5455.24,0.25,3
546524,17811,2011-03-14 12:51:00,United Kingdom,India,United Kingdom -> India,GBP,INR,110.84,1.37,112.21,105.0,0.0047,104.5065,11583.5,0.52,11
546525,14733,2011-03-14 12:58:00,United Kingdom,Romania,United Kingdom -> Romania,GBP,RON,619.6,5.08,624.68,5.8,0.0141,5.71822,3543.01,8.74,16
546526,15061,2011-03-14 12:59:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,285.0,2.71,287.71,1150.0,0.0051,1144.135,326078.47,1.45,5
546527,15061,2011-03-14 13:00:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,149.4,1.42,150.82,1150.0,0.0051,1144.135,170933.77,0.76,2
546528,15311,2011-03-14 13:04:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,2420.95,19.85,2440.8,5.05,0.0123,4.987885,12075.42,29.78,40
546530,17404,2011-03-14 13:25:00,Sweden,Pakistan,Sweden -> Pakistan,GBP,PKR,4400.28,38.28,4438.56,355.0,0.0136,350.172,1540854.85,59.84,27
546531,15738,2011-03-14 13:35:00,United Kingdom,USA,United Kingdom -> USA,GBP,USD,391.8,1.68,393.48,1.27,0.0101,1.257173,492.56,3.96,13
546532,14060,2011-03-14 13:36:00,United Kingdom,Romania,United Kingdom -> Romania,GBP,RON,140.0,1.15,141.15,5.8,0.0141,5.71822,800.55,1.97,2
546533,15388,2011-03-14 13:53:00,Canada,India,Canada -> India,GBP,INR,140.54,1.21,141.75,105.0,0.0082,104.139,14635.7,1.15,10
546534,16150,2011-03-14 13:56:00,United Kingdom,Bangladesh,United Kingdom -> Bangladesh,GBP,BDT,571.06,4.17,575.23,139.0,0.009,137.749,78662.94,5.14,33
546537,15005,2011-03-14 14:32:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,181.44,1.89,183.33,1.17,0.0107,1.157481,210.01,1.94,34
546538,16327,2011-03-14 14:51:00,United Kingdom,India,United Kingdom -> India,GBP,INR,582.35,2.45,584.8,105.0,0.0047,104.5065,60859.36,2.74,34
546540,15061,2011-03-14 15:05:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,512.28,4.87,517.15,1150.0,0.0051,1144.135,586117.48,2.61,8
546541,14911,2011-03-14 15:11:00,EIRE,Nigeria,EIRE -> Nigeria,GBP,NGN,596.05,2.38,598.43,1150.0,0.0127,1135.395,676752.19,7.57,30
546542,13263,2011-03-14 15:13:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,308.09,2.93,311.02,1150.0,0.0051,1144.135,352496.55,1.57,82
546543,17841,2011-03-14 15:40:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,174.86,1.66,176.52,1150.0,0.0051,1144.135,200063.45,0.89,50
546544,16570,2011-03-14 15:41:00,United Kingdom,India,United Kingdom -> India,GBP,INR,454.08,1.91,455.99,105.0,0.0047,104.5065,47454.31,2.13,16
546545,16804,2011-03-14 15:48:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,118.05,1.97,120.02,15.5,0.0124,15.3078,1807.09,1.46,19
546549,17799,2011-03-14 16:46:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,258.41,2.45,260.86,1150.0,0.0051,1144.135,295655.93,1.32,43
546550,17799,2011-03-14 16:54:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,6.35,0.81,7.16,1150.0,0.0051,1144.135,7265.26,0.03,1
546552,13082,2011-03-15 08:18:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,271.5,1.44,272.94,355.0,0.0123,350.6335,95197.0,3.34,17
546553,13499,2011-03-15 08:52:00,United Kingdom,Bangladesh,United Kingdom -> Bangladesh,GBP,BDT,158.23,1.76,159.99,139.0,0.009,137.749,21796.02,1.42,9
546554,16037,2011-03-15 09:13:00,United Kingdom,India,United Kingdom -> India,GBP,INR,251.56,1.37,252.93,105.0,0.0047,104.5065,26289.66,1.18,15
546555,17675,2011-03-15 09:22:00,United Kingdom,USA,United Kingdom -> USA,GBP,USD,696.85,3.0,699.85,1.27,0.0101,1.257173,876.06,7.04,22
546556,16156,2011-03-15 09:32:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,309.02,1.95,310.97,1.17,0.0094,1.159002,358.15,2.9,11
546560,12931,2011-03-15 10:26:00,United Kingdom,India,United Kingdom -> India,GBP,INR,62.5,1.37,63.87,105.0,0.0047,104.5065,6531.66,0.29,1
546561,18260,2011-03-15 10:34:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,548.75,4.5,553.25,5.05,0.0123,4.987885,2737.1,6.75,35
546562,16293,2011-03-15 10:45:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,317.56,1.97,319.53,15.5,0.0124,15.3078,4861.14,3.94,19
546563,15047,2011-03-15 10:49:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,343.62,1.97,345.59,15.5,0.0124,15.3078,5260.07,4.26,22
546569,14016,2011-03-15 10:53:00,EIRE,Poland,EIRE -> Poland,GBP,PLN,1477.56,13.3,1490.86,5.05,0.009,5.00455,7394.52,13.3,45
546580,14911,2011-03-15 11:09:00,EIRE,Nigeria,EIRE -> Nigeria,GBP,NGN,870.59,3.48,874.07,1150.0,0.0127,1135.395,988463.53,11.06,24
546622,17954,2011-03-15 11:30:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,108.1,1.39,109.49,1.17,0.0094,1.159002,125.29,1.02,26
546624,14193,2011-03-15 11:38:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,422.54,2.24,424.78,355.0,0.0123,350.6335,148156.68,5.2,23
546625,17542,2011-03-15 11:45:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,170.75,1.89,172.64,1.17,0.0107,1.157481,197.64,1.83,25
546631,15181,2011-03-15 12:03:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,300.0,2.85,302.85,1150.0,0.0051,1144.135,343240.5,1.53,2
546632,17080,2011-03-15 12:05:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,76.32,1.97,78.29,15.5,0.0124,15.3078,1168.29,0.95,1
546633,16168,2011-03-15 12:06:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,163.2,1.39,164.59,1.17,0.0094,1.159002,189.15,1.53,2
546634,14527,2011-03-15 12:10:00,United Kingdom,Philippines,United Kingdom -> Philippines,GBP,PHP,78.04,1.42,79.46,71.0,0.0075,70.4675,5499.28,0.59,12
546635,16392,2011-03-15 12:11:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,221.19,2.1,223.29,1150.0,0.0051,1144.135,253071.22,1.13,45
546636,14534,2011-03-15 12:19:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,137.9,0.82,138.72,355.0,0.0123,350.6335,48352.36,1.7,26
546637,13854,2011-03-15 12:37:00,United Kingdom,USA,United Kingdom -> USA,GBP,USD,292.3,1.55,293.85,1.27,0.0101,1.257173,367.47,2.95,3
546638,15106,2011-03-15 12:52:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,410.7,3.66,414.36,1.17,0.0107,1.157481,475.38,4.39,26
546639,13971,2011-03-15 12:54:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,309.34,2.94,312.28,1150.0,0.0051,1144.135,353926.72,1.58,19
546640,14092,2011-03-15 12:56:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,238.2,1.95,240.15,5.05,0.0123,4.987885,1188.11,2.93,13
546642,12779,2011-03-15 13:13:00,Poland,Kenya,Poland -> Kenya,GBP,KES,317.78,3.43,321.21,200.0,0.0096,198.08,62945.86,3.05,9
546643,16214,2011-03-15 13:23:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,542.97,2.88,545.85,355.0,0.0123,350.6335,190383.47,6.68,30
546644,15932,2011-03-15 13:28:00,United Kingdom,Kenya,United Kingdom -> Kenya,GBP,KES,339.34,2.0,341.34,200.0,0.014,197.2,66917.85,4.75,15
546646,13716,2011-03-15 13:49:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,138.28,0.82,139.1,355.0,0.0123,350.6335,48485.6,1.7,21
546657,17816,2011-03-15 14:20:00,United Kingdom,India,United Kingdom -> India,GBP,INR,5.1,1.37,6.47,105.0,0.0047,104.5065,532.98,0.02,1
546658,15150,2011-03-15 14:21:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,501.25,2.11,503.36,15.5,0.0124,15.3078,7673.03,6.22,33
546659,16996,2011-03-15 14:25:00,United Kingdom,India,United Kingdom -> India,GBP,INR,242.4,1.37,243.77,105.0,0.0047,104.5065,25332.38,1.14,9
546660,14156,2011-03-15 14:32:00,EIRE,Ghana,EIRE -> Ghana,GBP,GHS,1041.45,6.04,1047.49,15.5,0.0053,15.41785,16056.92,5.52,27
546662,16782,2011-03-15 14:36:00,United Kingdom,India,United Kingdom -> India,GBP,INR,95.0,1.37,96.37,105.0,0.0047,104.5065,9928.12,0.45,6
546665,15867,2011-03-15 15:06:00,United Kingdom,India,United Kingdom -> India,GBP,INR,215.49,1.37,216.86,105.0,0.0047,104.5065,22520.11,1.01,14
546667,14735,2011-03-15 15:31:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,236.1,1.94,238.04,5.05,0.0123,4.987885,1177.64,2.9,14
546668,14735,2011-03-15 15:33:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,218.1,1.79,219.89,5.05,0.0123,4.987885,1087.86,2.68,9
546669,14226,2011-03-15 15:36:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,983.3,4.13,987.43,15.5,0.0124,15.3078,15052.16,12.19,24
546670,13451,2011-03-15 15:37:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,610.88,5.44,616.32,1.17,0.0107,1.157481,707.08,6.54,108
546677,18144,2011-03-15 16:29:00,United Kingdom,India,United Kingdom -> India,GBP,INR,363.4,1.53,364.93,105.0,0.0047,104.5065,37977.66,1.71,3
546678,12681,2011-03-15 16:39:00,France,India,France -> India,GBP,INR,565.54,6.56,572.1,105.0,0.0135,103.5825,58580.05,7.63,29
546679,13121,2011-03-15 16:47:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,283.73,2.33,286.06,5.05,0.0123,4.987885,1415.21,3.49,50
546681,16297,2011-03-16 08:29:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,301.9,1.97,303.87,15.5,0.0124,15.3078,4621.42,3.74,20
546682,12994,2011-03-16 08:31:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,352.6,1.87,354.47,355.0,0.0123,350.6335,123633.37,4.34,22
546683,12868,2011-03-16 09:38:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,248.27,2.21,250.48,1.17,0.0107,1.157481,287.37,2.66,18
546684,16152,2011-03-16 09:47:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,1829.04,7.68,1836.72,15.5,0.0124,15.3078,27998.58,22.68,29
546685,15687,2011-03-16 09:52:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,369.9,3.29,373.19,1.17,0.0107,1.157481,428.15,3.96,21
546686,14636,2011-03-16 09:52:00,United Kingdom,Bangladesh,United Kingdom -> Bangladesh,GBP,BDT,300.19,2.19,302.38,139.0,0.009,137.749,41350.87,2.7,16
546687,16040,2011-03-16 09:58:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,422.43,1.97,424.4,15.5,0.0124,15.3078,6466.47,5.24,22
546688,16497,2011-03-16 10:17:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,175.3,0.93,176.23,355.0,0.0123,350.6335,61466.05,2.16,7
546689,16985,2011-03-16 10:24:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,680.4,4.29,684.69,1.17,0.0094,1.159002,788.58,6.4,13
546690,16985,2011-03-16 10:25:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,148.5,1.39,149.89,1.17,0.0094,1.159002,172.11,1.4,3
546691,15793,2011-03-16 10:45:00,United Kingdom,India,United Kingdom -> India,GBP,INR,306.64,1.37,308.01,105.0,0.0047,104.5065,32045.87,1.44,3
546724,12845,2011-03-16 11:02:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,6.7,0.82,7.52,355.0,0.0123,350.6335,2349.24,0.08,4
546728,13983,2011-03-16 11:09:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,290.0,2.58,292.58,1.17,0.0107,1.157481,335.67,3.1,1
546729,18231,2011-03-16 11:36:00,United Kingdom,Philippines,United Kingdom -> Philippines,GBP,PHP,233.75,1.61,235.36,71.0,0.0075,70.4675,16471.78,1.75,12
546731,13089,2011-03-16 11:39:00,United Kingdom,Romania,United Kingdom -> Romania,GBP,RON,961.56,7.88,969.44,5.8,0.0141,5.71822,5498.41,13.56,31
546732,14606,2011-03-16 11:41:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,139.35,1.89,141.24,1.17,0.0107,1.157481,161.29,1.49,19
546733,16029,2011-03-16 11:47:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,705.6,5.79,711.39,5.05,0.0123,4.987885,3519.45,8.68,3
546734,16029,2011-03-16 11:49:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,705.6,5.79,711.39,5.05,0.0123,4.987885,3519.45,8.68,3
546736,16013,2011-03-16 11:52:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,414.72,3.94,418.66,1150.0,0.0051,1144.135,474495.67,2.12,1
546737,13358,2011-03-16 11:52:00,United Kingdom,India,United Kingdom -> India,GBP,INR,439.03,1.84,440.87,105.0,0.0047,104.5065,45881.49,2.06,29
546738,16422,2011-03-16 11:57:00,United Kingdom,Romania,United Kingdom -> Romania,GBP,RON,853.08,7.0,860.08,5.8,0.0141,5.71822,4878.1,12.03,11
546739,17511,2011-03-16 12:12:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,3018.34,12.68,3031.02,15.5,0.0124,15.3078,46204.15,37.43,42
546741,13261,2011-03-16 12:22:00,United Kingdom,Bangladesh,United Kingdom -> Bangladesh,GBP,BDT,99.0,1.76,100.76,139.0,0.009,137.749,13637.15,0.89,1
546742,12849,2011-03-16 12:26:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,704.5,6.69,711.19,1150.0,0.0051,1144.135,806043.11,3.59,36
546748,15182,2011-03-16 12:42:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,370.48,3.04,373.52,5.05,0.0123,4.987885,1847.91,4.56,16
546749,14543,2011-03-16 12:43:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,328.6,2.07,330.67,1.17,0.0094,1.159002,380.85,3.09,3
546750,14543,2011-03-16 12:44:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,15.0,1.39,16.39,1.17,0.0094,1.159002,17.39,0.14,1
546751,13668,2011-03-16 12:45:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,311.66,1.97,313.63,15.5,0.0124,15.3078,4770.83,3.86,26
546752,13299,2011-03-16 12:55:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,142.5,1.39,143.89,1.17,0.0094,1.159002,165.16,1.34,5
546753,16383,2011-03-16 13:00:00,United Kingdom,Ghana,United Kingdom -> Ghana,GBP,GHS,309.46,1.97,311.43,15.5,0.0124,15.3078,4737.15,3.84,53
546754,13027,2011-03-16 13:13:00,United Kingdom,Romania,United Kingdom -> Romania,GBP,RON,384.0,3.15,387.15,5.8,0.0141,5.71822,2195.8,5.41,3
546755,12502,2011-03-16 13:29:00,Spain,India,Spain -> India,GBP,INR,702.8,2.81,705.61,105.0,0.0095,104.0025,73092.96,6.68,31
546757,15381,2011-03-16 13:44:00,United Kingdom,India,United Kingdom -> India,GBP,INR,282.3,1.37,283.67,105.0,0.0047,104.5065,29502.18,1.33,7
546759,12712,2011-03-16 13:58:00,Germany,Ghana,Germany -> Ghana,GBP,GHS,300.7,1.29,301.99,15.5,0.0094,15.3543,4617.04,2.83,11
546760,12597,2011-03-16 14:00:00,Spain,Pakistan,Spain -> Pakistan,GBP,PKR,516.15,2.27,518.42,355.0,0.0054,353.083,182243.79,2.79,30
546761,17858,2011-03-16 14:02:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,432.2,3.54,435.74,5.05,0.0123,4.987885,2155.76,5.32,7
546762,17961,2011-03-16 14:12:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,28.18,1.39,29.57,1.17,0.0094,1.159002,32.66,0.26,9
546764,15671,2011-03-16 14:31:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,300.98,1.9,302.88,1.17,0.0094,1.159002,348.84,2.83,17
546765,12437,2011-03-16 14:37:00,France,Portugal,France -> Portugal,GBP,EUR,147.71,1.61,149.32,1.17,0.0129,1.154907,170.59,1.91,8
546766,12971,2011-03-16 14:49:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,52.8,0.81,53.61,1150.0,0.0051,1144.135,60410.33,0.27,3
546767,12971,2011-03-16 14:51:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,77.16,0.81,77.97,1150.0,0.0051,1144.135,88281.46,0.39,5
546768,15694,2011-03-16 14:54:00,United Kingdom,Philippines,United Kingdom -> Philippines,GBP,PHP,584.76,4.03,588.79,71.0,0.0075,70.4675,41206.58,4.39,6
546769,17504,2011-03-16 14:57:00,United Kingdom,India,United Kingdom -> India,GBP,INR,859.01,3.61,862.62,105.0,0.0047,104.5065,89772.13,4.04,44
546770,12523,2011-03-16 15:17:00,France,Ghana,France -> Ghana,GBP,GHS,115.09,1.89,116.98,15.5,0.011,15.3295,1764.27,1.27,8
546771,17515,2011-03-16 15:19:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,200.7,1.06,201.76,355.0,0.0123,350.6335,70372.14,2.47,26
546772,15030,2011-03-16 15:34:00,United Kingdom,France,United Kingdom -> France,GBP,EUR,152.76,1.39,154.15,1.17,0.0094,1.159002,177.05,1.44,3
546774,14505,2011-03-16 15:45:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,581.89,4.77,586.66,5.05,0.0123,4.987885,2902.4,7.16,102
546775,17306,2011-03-16 15:58:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,152.64,1.45,154.09,1150.0,0.0051,1144.135,174640.77,0.78,1
546776,17460,2011-03-16 16:08:00,United Kingdom,Philippines,United Kingdom -> Philippines,GBP,PHP,138.88,1.42,140.3,71.0,0.0075,70.4675,9786.53,1.04,8
546778,14572,2011-03-16 16:38:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,625.85,5.95,631.8,1150.0,0.0051,1144.135,716056.89,3.19,45
546780,12435,2011-03-17 07:40:00,Denmark,Nigeria,Denmark -> Nigeria,GBP,NGN,3978.99,42.58,4021.57,1150.0,0.0094,1139.19,4532825.62,37.4,19
546781,12955,2011-03-17 09:03:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,473.82,2.51,476.33,355.0,0.0123,350.6335,166137.16,5.83,23
546782,15291,2011-03-17 09:13:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,232.4,1.23,233.63,355.0,0.0123,350.6335,81487.23,2.86,12
546784,18189,2011-03-17 09:49:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,633.1,3.36,636.46,355.0,0.0123,350.6335,221986.07,7.79,40
546785,15189,2011-03-17 09:56:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,302.52,2.87,305.39,1150.0,0.0051,1144.135,346123.72,1.54,5
546786,16523,2011-03-17 09:57:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,239.0,1.96,240.96,5.05,0.0123,4.987885,1192.1,2.94,12
546787,14035,2011-03-17 10:01:00,United Kingdom,India,United Kingdom -> India,GBP,INR,398.98,1.68,400.66,105.0,0.0047,104.5065,41696.0,1.88,12
546788,13946,2011-03-17 10:02:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,209.85,1.99,211.84,1150.0,0.0051,1144.135,240096.73,1.07,4
546789,15769,2011-03-17 10:17:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,10065.0,95.62,10160.62,1150.0,0.0051,1144.135,11515718.78,51.33,9
546790,14713,2011-03-17 10:26:00,United Kingdom,Bangladesh,United Kingdom -> Bangladesh,GBP,BDT,136.57,1.76,138.33,139.0,0.009,137.749,18812.38,1.23,14
546791,17716,2011-03-17 10:38:00,United Kingdom,Romania,United Kingdom -> Romania,GBP,RON,665.46,5.46,670.92,5.8,0.0141,5.71822,3805.25,9.38,42
546827,15301,2011-03-17 10:52:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,622.5,5.1,627.6,5.05,0.0123,4.987885,3104.96,7.66,1
546828,13185,2011-03-17 11:56:00,United Kingdom,India,United Kingdom -> India,GBP,INR,71.4,1.37,72.77,105.0,0.0047,104.5065,7461.76,0.34,1
546829,14840,2011-03-17 12:00:00,United Kingdom,India,United Kingdom -> India,GBP,INR,62.85,1.37,64.22,105.0,0.0047,104.5065,6568.23,0.3,4
546830,16839,2011-03-17 12:10:00,United Kingdom,India,United Kingdom -> India,GBP,INR,449.87,1.89,451.76,105.0,0.0047,104.5065,47014.34,2.11,14
546831,13199,2011-03-17 12:15:00,United Kingdom,Kenya,United Kingdom -> Kenya,GBP,KES,606.84,3.58,610.42,200.0,0.014,197.2,119668.85,8.5,8
546832,13216,2011-03-17 12:18:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,333.74,2.74,336.48,5.05,0.0123,4.987885,1664.66,4.11,5
546837,13650,2011-03-17 12:37:00,United Kingdom,India,United Kingdom -> India,GBP,INR,372.12,1.56,373.68,105.0,0.0047,104.5065,38888.96,1.75,19
546843,12472,2011-03-17 12:40:00,Germany,Philippines,Germany -> Philippines,GBP,PHP,592.18,3.08,595.26,71.0,0.0139,70.0131,41460.36,8.23,26
546846,13533,2011-03-17 12:47:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,128.49,1.44,129.93,5.05,0.0123,4.987885,640.89,1.58,40
546847,12989,2011-03-17 12:51:00,United Kingdom,Germany,United Kingdom -> Germany,GBP,EUR,437.4,3.89,441.29,1.17,0.0107,1.157481,506.28,4.68,2
546848,13533,2011-03-17 12:53:00,United Kingdom,Poland,United Kingdom -> Poland,GBP,PLN,18.15,1.44,19.59,5.05,0.0123,4.987885,90.53,0.22,3
546849,13623,2011-03-17 13:13:00,United Kingdom,Kenya,United Kingdom -> Kenya,GBP,KES,101.35,0.6,101.95,200.0,0.014,197.2,19986.22,1.42,24
546850,13268,2011-03-17 13:20:00,United Kingdom,USA,United Kingdom -> USA,GBP,USD,653.57,2.81,656.38,1.27,0.0101,1.257173,821.65,6.6,96
546851,12480,2011-03-17 13:23:00,Germany,Ghana,Germany -> Ghana,GBP,GHS,771.02,3.32,774.34,15.5,0.0094,15.3543,11838.47,7.25,35
546852,13104,2011-03-17 13:27:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,111.96,0.82,112.78,355.0,0.0123,350.6335,39256.93,1.38,2
546853,12845,2011-03-17 13:34:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,73.5,0.82,74.32,355.0,0.0123,350.6335,25771.56,0.9,1
546855,18168,2011-03-17 13:58:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,218.83,2.08,220.91,1150.0,0.0051,1144.135,250371.06,1.12,30
546856,15433,2011-03-17 14:12:00,United Kingdom,India,United Kingdom -> India,GBP,INR,372.64,1.57,374.21,105.0,0.0047,104.5065,38943.3,1.75,30
546857,12937,2011-03-17 14:19:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,217.43,1.15,218.58,355.0,0.0123,350.6335,76238.24,2.67,16
546860,18198,2011-03-17 14:47:00,United Kingdom,Romania,United Kingdom -> Romania,GBP,RON,316.82,2.6,319.42,5.8,0.0141,5.71822,1811.65,4.47,6
546861,14911,2011-03-17 15:03:00,EIRE,Nigeria,EIRE -> Nigeria,GBP,NGN,381.78,1.53,383.31,1150.0,0.0127,1135.395,433471.1,4.85,25
546862,16216,2011-03-17 15:34:00,United Kingdom,Nigeria,United Kingdom -> Nigeria,GBP,NGN,914.93,8.69,923.62,1150.0,0.0051,1144.135,1046803.44,4.67,37
546863,16377,2011-03-17 15:41:00,United Kingdom,India,United Kingdom -> India,GBP,INR,676.2,2.84,679.04,105.0,0.0047,104.5065,70667.3,3.18,5
546866,14462,2011-03-17 15:47:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,232.39,1.23,233.62,355.0,0.0123,350.6335,81483.72,2.86,37
546869,12352,2011-03-17 16:00:00,Norway,Kenya,Norway -> Kenya,GBP,KES,120.33,1.22,121.55,200.0,0.0111,197.78,23798.87,1.34,7
546871,16746,2011-03-17 16:10:00,United Kingdom,Philippines,United Kingdom -> Philippines,GBP,PHP,300.0,2.07,302.07,71.0,0.0075,70.4675,21140.25,2.25,22
546872,14462,2011-03-17 16:11:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,16.0,0.82,16.82,355.0,0.0123,350.6335,5610.14,0.2,2
546873,17591,2011-03-17 16:23:00,United Kingdom,Pakistan,United Kingdom -> Pakistan,GBP,PKR,326.04,1.73,327.77,355.0,0.0123,350.6335,114320.55,4.01,11
546874,16976,2011-03-17 16:33:00,United Kingdom,USA,United Kingdom -> USA,GBP,USD,251.52,1.55,253.07,1.27,0.0101,1.257173,316.2,2.54,2
546875,12514,2011-03-17 16:38:00,Italy,Nigeria,Italy -> Nigeria,GBP,NGN,1017.68,4.07,1021.75,1150.0,0.0113,1137.005,1157107.25,11.5,51
546877,18210,2011-03-17 16:58:00,United Kingdom,Philippines,United Kingdom -> Philippines,GBP,PHP,142.4,1.42,143.82,71.0,0.0075,70.4675,10034.57,1.07,5
546878,13631,2011-03-17 17:13:00,United Kingdom,India,United Kingdom -> India,GBP,INR,80.0,1.37,81.37,105.0,0.0047,104.5065,8360.52,0.38,1
